team,attack,defense
Bolivia,0.49945565210554077,-0.26935487175186607
Slovenia,0.48768962159204876,-0.8428096157507774
Finland,0.4864063983695315,-0.33911771534278046
Hmong,0.4764362879158773,0.6671733969639813
Mali,0.464740275990312,-0.8204940918718383
Qatar,0.45387271052975114,-0.10381452212628671
Peru,0.45365608735980134,-0.9778421945726536
Haiti,0.4497599184701068,-0.055233520661561196
Ghana,0.4441006997462664,-0.4210540397611837
Chameria,0.4436672554722425,0.1393236425245383
Northern Ireland,0.4380111968566146,-0.50938532799821
Zambia,0.43504411285123873,-0.08956836961172238
Tunisia,0.431553770061245,-0.8857354040696915
Gambia,0.43062964297983153,0.0016230703906370478
Republic of Ireland,0.41462465193515236,-0.6832017720407328
Gabon,0.4023932762574954,-0.007733225739050083
Bosnia and Herzegovina,0.39296232425684663,-0.32631569132022464
South Africa,0.38793199822767044,-0.4846916563554918
Iraq,0.38619830783888265,-0.5154833889906411
Guinea,0.3860100572859501,-0.3855265567822985
DR Congo,0.37024841272634834,-0.79658046984138
Belarus,0.36158789936793534,-0.21870126055649405
United Arab Emirates,0.35617869795404866,-0.38080441593269215
Cape Verde,0.34087725922628087,-0.5010063789928656
North Korea,0.33809538047078963,-0.23482932138750792
Montenegro,0.32324599136360505,-0.23159342187666396
Armenia,0.3196681675083631,0.0719984619638032
Mozambique,0.31114620861829073,-0.014724836114337825
Benin,0.3092632353219406,-0.09190810116570572
Vatican City,0.30749107864566055,0.4097430437931257
Saudi Arabia,0.29430284655498007,-0.5890601576326018
Togo,0.29265101412394257,-0.1367381761621018
Madagascar,0.2898989194663891,0.08948241650117111
Bulgaria,0.28374232845050223,-0.1751220082591357
Niger,0.28215284149073433,-0.07201645314020706
North Macedonia,0.28099874726629603,-0.34413073917009046
Saint Barthélemy,0.27620521710396573,0.4264994766213677
Albania,0.266210652161316,-0.8241713808798296
Central African Republic,0.25631871152486474,0.28414482670727387
Mapuche,0.24908530971837042,0.025764841358183625
Cyprus,0.24746541009174586,-0.016566070867076114
Angola,0.2474119864952816,-0.5561647897907639
Kazakhstan,0.237787484206611,-0.10250297804164063
Tamil Eelam,0.23566004784754252,-0.9801836654115831
Comoros,0.20006960897284226,-0.08583083708059636
Libya,0.19600155558704271,-0.2521354558663198
Western Isles,0.19354788397876388,-0.0757785825775177
Guatemala,0.18296815155772636,-0.1032511045747669
Kernow,0.17257531711281301,0.0
Thailand,0.1589146455578175,0.08769455651141664
Zimbabwe,0.15688919113928662,-0.22083854480246898
Jamaica,0.15397728480090903,-0.21614241549480742
Uganda,0.15372491913759792,-0.03691079154722741
Moldova,0.1477891851268237,0.12390855148156606
Kenya,0.14223965831708987,0.026667312119698684
Sierra Leone,0.13413050441613716,0.13997424763595828
Syria,0.13401157320817644,-0.15905012768028834
Raetia,0.13239059835296205,0.42409153429206564
Guernsey,0.13237213344628995,-0.7622280875282053
Honduras,0.12405797414035667,-0.24251307442934314
Bahrain,0.11857410407814911,-0.1266251788227109
Menorca,0.10838717051007661,0.26651704739450965
Oman,0.10573911420775077,-0.42470311674970335
Kuwait,0.10335222993271008,0.10626737065063502
Estonia,0.09953218108495383,-0.13493766835389648
Azerbaijan,0.08827907640503939,-0.08211819604573646
Luxembourg,0.08010543677444817,-0.29497789260388485
Curaçao,0.06773374794844005,0.15613533285259584
Dominican Republic,0.060149923019568785,0.2728407500311144
Eswatini,0.03943597294927962,0.1297587249167786
Burundi,0.02753174135723148,0.16687438328575555
Faroe Islands,0.020180225193602158,-0.347840930989127
Latvia,0.018423251938409678,-0.044537603456509985
Palestine,0.015301995118282553,-0.2856917639950583
Vietnam,0.008083979202108668,0.017434063324123433
Sápmi,0.0,0.17257531711281301
Indonesia,-0.004123477930506221,0.009035649471771396
Malaysia,-0.004217358242711949,0.14003158444854755
Ethiopia,-0.01617065327474006,0.08740499992245208
Guyana,-0.021447899455775722,0.627187034033525
Trinidad and Tobago,-0.027524555664771293,0.2534953402162953
Malta,-0.028558007391839592,-0.05795754672570837
Equatorial Guinea,-0.037605395118632805,-0.16784192433052653
Kyrgyzstan,-0.05541543564652491,0.17207687436764985
Maule Sur,-0.058579056589095964,-0.549345346645343
Mauritania,-0.059459741649033344,-0.3569308304078467
Congo,-0.08371718784337252,0.4087719629595483
Orkney,-0.08867329956088321,-0.0027958996758417672
Suriname,-0.09364341047323559,-0.18840578162376515
Botswana,-0.1031924756194643,-0.08072238058661961
Malawi,-0.10438520612016533,-0.2135054210404284
Martinique,-0.11140772881620802,0.11702292980985596
Liberia,-0.1120069224349278,0.1537357745722205
Lithuania,-0.11336565215688993,-0.17396921241237134
West Papua,-0.11470053418508885,-0.18711212323438875
Tajikistan,-0.12173583508284444,-0.07884877941979923
China,-0.12623901853502695,-0.18481037687110935
Guinea-Bissau,-0.13012459745131055,-0.07695379134991533
New Caledonia,-0.13625442786952657,0.4190907253413317
Yemen,-0.1371364384573009,0.5902514467850469
Zanzibar,-0.13777558108170074,-0.6606501203018565
Nicaragua,-0.13802855323164118,-0.02560388034472408
Namibia,-0.14699547643690994,-0.1752026933272338
Rwanda,-0.14951485322784644,-0.5041938133977251
Sudan,-0.161251873826657,-0.2948676614096271
Matabeleland,-0.17273505748546228,-0.18792337997462244
Lesotho,-0.20239579493201892,-0.04320856341237546
Guadeloupe,-0.20528468572399242,0.1673435600007319
Biafra,-0.21098167031338025,-0.45058665050587854
Yoruba Nation,-0.21186011159062276,0.04297837624852785
Gozo,-0.22128642796727946,-0.6441212935098439
Tanzania,-0.22326133226660513,-0.3768654678249788
Greenland,-0.22334117814937615,1.1108868321952388
Aymara,-0.22889377443669048,0.48521791845857276
French Guiana,-0.23506300949589162,0.45974815611636316
Turkmenistan,-0.250194333869791,0.2433975818125724
Puerto Rico,-0.251863326309404,0.5983900101077937
Bermuda,-0.2634451607279744,0.9348123804833178
Falkland Islands,-0.29446714564726273,0.6281522300226329
Two Sicilies,-0.2953415363271556,1.0039891476755494
Alderney,-0.30268728727998323,0.8149492759227405
Galicia,-0.3039976956634918,0.059007934083968844
Ticino,-0.30655428275034147,1.418631685571047
Saint Vincent and the Grenadines,-0.31354941931348873,0.9657360240859969
Réunion,-0.3142020357241302,-0.2208473893427937
Saint Martin,-0.3179401419779558,0.954449250335203
Taiwan,-0.3193822776034542,0.9777455693490801
Fiji,-0.3446048154216936,0.7544068684965025
Lebanon,-0.3457970214959369,-0.07897435233258039
Singapore,-0.34801450166906334,0.6908618314147642
Hong Kong,-0.3548008652868693,0.3230476297989756
Philippines,-0.36547223609762475,0.5464355308380275
Cuba,-0.3827360941380824,0.41231021893232833
South Sudan,-0.4256681989435757,0.304582063445939
Djibouti,-0.4331928569388545,0.7210853901517303
El Salvador,-0.4547737563159516,-0.04783733123535613
Tahiti,-0.4721094792245969,0.386449191116301
Solomon Islands,-0.48032445027297627,0.7400795734891842
Papua New Guinea,-0.5050732075005592,0.8441328786589927
Tuvalu,-0.5069566136482134,1.4454659221586057
Mauritius,-0.5160566539318657,0.28264952380038394
Åland Islands,-0.5299189150397206,0.7323900697978515
Chad,-0.5362839274241838,0.19533587578511594
Vanuatu,-0.5368953634665216,0.8723901555128469
Cambodia,-0.5392343590645882,0.9105673577386483
Mayotte,-0.53979146685235,-0.5445870346643534
Grenada,-0.5416401262995181,0.7480947839045557
Gibraltar,-0.5494001528289861,0.34366424816538166
Sint Maarten,-0.5615065826703163,1.2164697906187343
Aruba,-0.5898095031538304,0.8964054067630691
India,-0.5901807205494225,0.17092069104051646
Barbados,-0.5906529484152546,1.2342089003993226
Frøya,-0.5934252689056655,0.9989129007529998
Saint Kitts and Nevis,-0.5964956018985165,0.9769052277245915
São Tomé and Príncipe,-0.615374415223068,0.9507957722682618
Montserrat,-0.6302893497956372,0.7660493712451111
Saint Lucia,-0.6562431256847902,0.8967737036330962
Myanmar,-0.7102889943738794,0.8851887635427025
Saint Helena,-0.7412422233206168,1.2722701294052048
Belize,-0.7889486706817539,0.6809931158101148
Laos,-0.8618020514191916,1.2390638462304793
Marshall Islands,-0.8687049928232162,1.6950544729255022
Andorra,-0.8880507861838711,-0.11447496077156731
Somalia,-0.9099758118382832,0.2871230913952484
Maldives,-0.9201854560943817,0.9801337033556352
Bangladesh,-0.9496141611609763,0.7274892045635204
Nepal,-1.0366928591381375,0.7001695934769767
Bonaire,-1.0584588215282664,1.1714821172684033
San Marino,-1.060835596630742,0.5961740155935222
Dominica,-1.072935821952691,1.0082606958537126
Samoa,-1.0865908445684036,1.2769273888452461
Afghanistan,-1.1054867448950267,0.7440523760266954
Bahamas,-1.1395579728206802,1.591209433362751
British Virgin Islands,-1.1955624107586862,1.1839408341829358
Timor-Leste,-1.2239143006518596,1.416834347045477
Brunei,-1.2423973954397436,1.476980830987884
Antigua and Barbuda,-1.2535229315846133,1.1154861655585189
Cayman Islands,-1.2797451258918895,1.3362743604660465
Northern Mariana Islands,-1.2918211398984758,2.023863128501174
Guam,-1.330392529206343,1.5906160003427432
Turks and Caicos Islands,-1.368606218013806,1.9241591681176038
Tonga,-1.3743507201041143,1.9709940131587569
United States Virgin Islands,-1.45508322618264,1.608777669500921
Pakistan,-1.4843265233258507,0.9413282701337626
Sri Lanka,-1.5817203136593216,0.6165889804941759
Seychelles,-1.6252839960017322,0.9088182196005986
Cook Islands,-1.6427497566215297,1.804659523480188
Bhutan,-1.6551426423454736,1.4151051859003938
American Samoa,-1.724583639038939,2.792769241662245
Mongolia,-1.8207947153651556,0.8678619750944454
Liechtenstein,-1.8262438801591367,0.4748858044561202
Anguilla,-2.0288787355871185,1.6747308473373634
Macau,-2.4431720795443828,1.6061862325598746
